interaction_id,user_id,place_id,interaction_type,timestamp,created_at
689,24,290,click,2026-02-09 08:58:03.248914,2026-02-10 08:58:03.248914
690,24,528,route_requested,2025-10-30 08:58:03.253902,2026-02-10 08:58:03.253902
691,24,487,skip,2026-02-06 08:58:03.257891,2026-02-10 08:58:03.257891
692,24,231,click,2026-01-25 08:58:03.263037,2026-02-10 08:58:03.263037
693,24,171,click,2026-01-12 08:58:03.265945,2026-02-10 08:58:03.265945
694,24,219,route_requested,2026-01-27 08:58:03.271864,2026-02-10 08:58:03.271864
695,25,423,search,2026-01-17 08:58:03.275842,2026-02-10 08:58:03.275842
696,25,304,route_requested,2025-12-12 08:58:03.284863,2026-02-10 08:58:03.284863
697,25,547,click,2025-12-24 08:58:03.287810,2026-02-10 08:58:03.287810
698,25,360,click,2026-02-02 08:58:03.296786,2026-02-10 08:58:03.296786
699,25,353,click,2025-11-24 08:58:03.300775,2026-02-10 08:58:03.300775
700,25,199,preview_viewed,2026-02-09 08:58:03.304765,2026-02-10 08:58:03.304765
701,25,55,search,2025-12-06 08:58:03.313742,2026-02-10 08:58:03.313742
702,25,181,preview_viewed,2026-01-28 08:58:03.318738,2026-02-10 08:58:03.318738
703,25,434,preview_viewed,2026-02-09 08:58:03.321720,2026-02-10 08:58:03.321720
704,25,87,search,2026-02-02 08:58:03.330911,2026-02-10 08:58:03.330911
705,25,263,search,2025-11-04 08:58:03.334686,2026-02-10 08:58:03.334686
706,25,417,search,2026-02-05 08:58:03.341667,2026-02-10 08:58:03.341667
707,25,594,click,2026-01-14 08:58:03.346339,2026-02-10 08:58:03.346339
708,25,379,route_requested,2025-12-22 08:58:03.347649,2026-02-10 08:58:03.347649
709,25,474,preview_viewed,2026-01-30 08:58:03.350641,2026-02-10 08:58:03.350641
710,25,252,click,2026-01-03 08:58:03.352636,2026-02-10 08:58:03.352636
711,25,481,click,2026-01-23 08:58:03.356625,2026-02-10 08:58:03.356625
712,25,60,search,2026-01-14 08:58:03.358620,2026-02-10 08:58:03.358620
713,25,341,preview_viewed,2026-01-09 08:58:03.360614,2026-02-10 08:58:03.360614
714,25,321,click,2026-02-08 08:58:03.361611,2026-02-10 08:58:03.361611
715,25,353,click,2026-01-27 08:58:03.363605,2026-02-10 08:58:03.363605
716,25,380,preview_viewed,2026-01-22 08:58:03.369590,2026-02-10 08:58:03.369590
717,25,36,preview_viewed,2026-02-03 08:58:03.374598,2026-02-10 08:58:03.374598
718,25,151,route_requested,2026-01-30 08:58:03.381558,2026-02-10 08:58:03.381558
719,26,486,route_requested,2026-01-16 08:58:03.391672,2026-02-10 08:58:03.391672
720,26,257,preview_viewed,2026-02-01 08:58:03.415469,2026-02-10 08:58:03.415469
721,26,480,click,2025-12-15 08:58:03.422482,2026-02-10 08:58:03.422482
722,26,586,click,2026-01-22 08:58:03.433438,2026-02-10 08:58:03.433438
723,26,387,click,2026-02-08 08:58:03.437410,2026-02-10 08:58:03.437410
724,26,445,preview_viewed,2026-02-03 08:58:03.442398,2026-02-10 08:58:03.442398
725,26,275,click,2026-02-03 08:58:03.448381,2026-02-10 08:58:03.448381
726,26,574,route_requested,2026-01-29 08:58:03.451373,2026-02-10 08:58:03.451373
727,26,397,preview_viewed,2026-01-24 08:58:03.456360,2026-02-10 08:58:03.456360
728,26,347,click,2026-02-09 08:58:03.464356,2026-02-10 08:58:03.464356
729,26,617,click,2025-12-18 08:58:03.478301,2026-02-10 08:58:03.478301
730,26,370,click,2026-01-10 08:58:03.481294,2026-02-10 08:58:03.481294
731,26,164,click,2025-11-02 08:58:03.508222,2026-02-10 08:58:03.508222
732,26,40,preview_viewed,2025-12-14 08:58:03.517196,2026-02-10 08:58:03.517196
733,26,449,click,2026-01-06 08:58:03.523181,2026-02-10 08:58:03.523181
734,26,164,route_requested,2025-10-27 08:58:03.534152,2026-02-10 08:58:03.534152
735,26,480,preview_viewed,2026-01-13 08:58:03.541134,2026-02-10 08:58:03.541134
736,26,313,search,2026-02-06 08:58:03.545121,2026-02-10 08:58:03.545121
737,26,164,click,2025-11-22 08:58:03.553193,2026-02-10 08:58:03.553193
738,26,504,route_requested,2026-01-28 08:58:03.561109,2026-02-10 08:58:03.561109
739,26,347,search,2026-02-09 08:58:03.582044,2026-02-10 08:58:03.582044
740,26,486,preview_viewed,2025-11-14 08:58:03.591387,2026-02-10 08:58:03.591387
741,26,504,click,2026-02-10 08:58:03.607586,2026-02-10 08:58:03.607586
742,26,257,preview_viewed,2025-11-29 08:58:03.613163,2026-02-10 08:58:03.613163
743,26,486,click,2026-01-06 08:58:03.621550,2026-02-10 08:58:03.621550
744,26,47,preview_viewed,2026-01-01 08:58:03.626539,2026-02-10 08:58:03.626539
745,26,51,click,2026-01-05 08:58:03.630528,2026-02-10 08:58:03.630528
746,26,387,route_requested,2026-01-09 08:58:03.635513,2026-02-10 08:58:03.635513
747,27,98,search,2026-01-05 08:58:03.639532,2026-02-10 08:58:03.639532
748,27,135,preview_viewed,2026-02-01 08:58:03.651470,2026-02-10 08:58:03.652471
749,27,109,click,2026-01-28 08:58:03.656458,2026-02-10 08:58:03.656458
750,27,289,click,2026-02-09 08:58:03.665473,2026-02-10 08:58:03.665473
751,27,121,save,2026-02-09 08:58:03.674412,2026-02-10 08:58:03.674412
752,27,41,click,2026-01-22 08:58:03.677417,2026-02-10 08:58:03.677417
753,27,543,click,2026-02-05 08:58:03.682389,2026-02-10 08:58:03.682389
754,27,372,route_requested,2025-11-30 08:58:03.690386,2026-02-10 08:58:03.690386
755,27,388,click,2026-02-10 08:58:03.696350,2026-02-10 08:58:03.696350
756,27,147,click,2026-02-04 08:58:03.701338,2026-02-10 08:58:03.702337
757,27,566,preview_viewed,2026-01-20 08:58:03.706324,2026-02-10 08:58:03.706324
758,27,563,preview_viewed,2026-02-06 08:58:03.711310,2026-02-10 08:58:03.711310
759,27,386,route_requested,2026-01-11 08:58:03.723789,2026-02-10 08:58:03.723789
760,27,145,click,2026-01-06 08:58:03.729307,2026-02-10 08:58:03.729307
761,27,442,click,2026-02-01 08:58:03.737241,2026-02-10 08:58:03.737241
762,27,121,click,2026-01-18 08:58:03.745220,2026-02-10 08:58:03.745220
763,27,587,route_requested,2026-02-01 08:58:03.751204,2026-02-10 08:58:03.751204
764,27,169,preview_viewed,2025-11-16 08:58:03.757190,2026-02-10 08:58:03.757190
765,27,493,preview_viewed,2026-01-27 08:58:03.768174,2026-02-10 08:58:03.768174
766,27,135,click,2025-11-07 08:58:03.784115,2026-02-10 08:58:03.784115
767,27,86,click,2026-01-30 08:58:03.793092,2026-02-10 08:58:03.793092
768,27,464,preview_viewed,2026-01-30 08:58:03.797508,2026-02-10 08:58:03.797508
769,27,160,click,2026-02-10 08:58:03.800072,2026-02-10 08:58:03.800072
770,27,435,click,2026-02-05 08:58:03.805102,2026-02-10 08:58:03.805102
771,27,621,preview_viewed,2025-11-15 08:58:03.810045,2026-02-10 08:58:03.810045
772,27,605,search,2025-12-31 08:58:03.813037,2026-02-10 08:58:03.813037
773,27,287,preview_viewed,2026-02-10 08:58:03.828996,2026-02-10 08:58:03.828996
774,27,205,search,2026-01-30 08:58:03.832984,2026-02-10 08:58:03.832984
775,28,96,search,2026-02-03 08:58:03.846945,2026-02-10 08:58:03.846945
776,28,469,preview_viewed,2026-02-07 08:58:03.853928,2026-02-10 08:58:03.854926
777,28,113,click,2026-01-27 08:58:03.859911,2026-02-10 08:58:03.859911
778,28,208,click,2026-01-08 08:58:03.862906,2026-02-10 08:58:03.862906
779,28,96,search,2026-01-13 08:58:03.872879,2026-02-10 08:58:03.872879
780,28,546,preview_viewed,2025-12-09 08:58:03.875870,2026-02-10 08:58:03.875870
781,28,46,save,2026-02-03 08:58:03.880954,2026-02-10 08:58:03.880954
782,28,128,route_requested,2025-12-16 08:58:03.897812,2026-02-10 08:58:03.897812
783,28,113,preview_viewed,2026-02-01 08:58:03.906787,2026-02-10 08:58:03.906787
784,28,590,route_requested,2025-12-30 08:58:03.910777,2026-02-10 08:58:03.910777
785,28,148,click,2025-12-18 08:58:03.915762,2026-02-10 08:58:03.915762
786,28,187,preview_viewed,2026-02-08 08:58:03.921746,2026-02-10 08:58:03.921746
787,28,549,preview_viewed,2026-01-29 08:58:03.924742,2026-02-10 08:58:03.924742
788,28,113,preview_viewed,2025-11-25 08:58:03.929725,2026-02-10 08:58:03.929725
789,28,469,preview_viewed,2025-11-15 08:58:03.938725,2026-02-10 08:58:03.938725
790,28,181,click,2026-02-08 08:58:03.941696,2026-02-10 08:58:03.941696
791,28,558,preview_viewed,2025-12-29 08:58:03.944688,2026-02-10 08:58:03.944688
792,28,495,search,2026-01-20 08:58:03.953664,2026-02-10 08:58:03.953664
793,28,128,click,2025-12-27 08:58:03.962686,2026-02-10 08:58:03.962686
794,28,328,preview_viewed,2026-01-26 08:58:03.969619,2026-02-10 08:58:03.969619
795,28,472,route_requested,2026-01-20 08:58:03.976603,2026-02-10 08:58:03.976603
796,28,419,route_requested,2026-02-02 08:58:03.984580,2026-02-10 08:58:03.984580
797,28,381,preview_viewed,2025-12-16 08:58:03.988569,2026-02-10 08:58:03.988569
798,28,449,preview_viewed,2026-02-05 08:58:03.993555,2026-02-10 08:58:03.993555
799,28,96,click,2026-01-28 08:58:04.003529,2026-02-10 08:58:04.003529
800,28,257,route_requested,2025-12-14 08:58:04.011507,2026-02-10 08:58:04.011507
801,28,392,click,2026-01-21 08:58:04.015495,2026-02-10 08:58:04.015495
802,28,369,click,2026-02-06 08:58:04.017491,2026-02-10 08:58:04.017491
803,28,182,preview_viewed,2026-02-10 08:58:04.024472,2026-02-10 08:58:04.024472
804,28,552,click,2026-02-06 08:58:04.034448,2026-02-10 08:58:04.034448
805,28,190,click,2026-01-28 08:58:04.041425,2026-02-10 08:58:04.041425
806,29,464,preview_viewed,2026-01-06 08:58:04.047411,2026-02-10 08:58:04.047411
807,29,156,route_requested,2026-02-10 08:58:04.050405,2026-02-10 08:58:04.050405
808,29,464,save,2026-02-10 08:58:04.054396,2026-02-10 08:58:04.055394
809,29,282,click,2026-02-02 08:58:04.058384,2026-02-10 08:58:04.058384
810,29,445,click,2026-02-10 08:58:04.060544,2026-02-10 08:58:04.060544
811,29,42,click,2026-01-11 08:58:04.064369,2026-02-10 08:58:04.064369
812,29,418,preview_viewed,2025-12-15 08:58:04.068363,2026-02-10 08:58:04.068363
813,29,138,search,2026-01-21 08:58:04.071351,2026-02-10 08:58:04.071351
814,29,199,search,2025-12-13 08:58:04.076347,2026-02-10 08:58:04.076347
815,29,546,save,2025-12-21 08:58:04.083315,2026-02-10 08:58:04.083315
816,29,147,click,2026-01-12 08:58:04.087304,2026-02-10 08:58:04.087304
817,29,211,preview_viewed,2025-12-19 08:58:04.092292,2026-02-10 08:58:04.092292
818,29,589,route_requested,2026-01-12 08:58:04.095282,2026-02-10 08:58:04.095282
819,29,78,preview_viewed,2026-02-02 08:58:04.099271,2026-02-10 08:58:04.099271
820,29,138,preview_viewed,2026-01-27 08:58:04.103261,2026-02-10 08:58:04.103261
821,29,298,click,2026-02-10 08:58:04.107856,2026-02-10 08:58:04.107856
822,29,473,click,2026-02-02 08:58:04.112796,2026-02-10 08:58:04.112796
823,29,464,click,2025-11-09 08:58:04.116716,2026-02-10 08:58:04.117712
824,29,341,preview_viewed,2026-01-02 08:58:04.121703,2026-02-10 08:58:04.121703
825,29,104,click,2026-01-20 08:58:04.123695,2026-02-10 08:58:04.123695
826,29,546,click,2025-12-20 08:58:04.127684,2026-02-10 08:58:04.127684
827,29,341,click,2026-02-06 08:58:04.131674,2026-02-10 08:58:04.131674
828,29,473,click,2026-01-30 08:58:04.135672,2026-02-10 08:58:04.135672
829,29,207,skip,2026-01-29 08:58:04.140206,2026-02-10 08:58:04.140206
830,29,159,route_requested,2026-01-27 08:58:04.143166,2026-02-10 08:58:04.143166
831,30,353,search,2025-11-15 08:58:04.147155,2026-02-10 08:58:04.147155
832,30,596,preview_viewed,2026-02-07 08:58:04.155134,2026-02-10 08:58:04.155134
833,30,293,preview_viewed,2026-01-13 08:58:04.164113,2026-02-10 08:58:04.164113
834,30,342,skip,2026-01-30 08:58:04.174085,2026-02-10 08:58:04.174085
835,30,287,click,2025-08-07 08:58:04.192035,2026-02-10 08:58:04.192035
836,30,198,preview_viewed,2026-02-06 08:58:04.201011,2026-02-10 08:58:04.201011
837,30,61,click,2025-09-23 08:58:04.204004,2026-02-10 08:58:04.204004
838,30,182,click,2026-01-13 08:58:04.206994,2026-02-10 08:58:04.206994
839,30,293,click,2026-01-20 08:58:04.214980,2026-02-10 08:58:04.214980
840,30,386,search,2026-01-30 08:58:04.223950,2026-02-10 08:58:04.223950
841,30,251,preview_viewed,2026-01-06 08:58:04.231446,2026-02-10 08:58:04.231446
842,30,417,click,2025-12-09 08:58:04.239141,2026-02-10 08:58:04.239141
843,30,454,preview_viewed,2026-02-10 08:58:04.248632,2026-02-10 08:58:04.248632
844,30,596,route_requested,2025-12-21 08:58:04.256862,2026-02-10 08:58:04.256862
845,30,157,click,2026-01-25 08:58:04.260852,2026-02-10 08:58:04.260852
846,30,322,click,2026-01-15 08:58:04.268931,2026-02-10 08:58:04.268931
847,30,360,click,2025-12-01 08:58:04.276893,2026-02-10 08:58:04.276893
848,30,467,click,2026-01-17 08:58:04.284788,2026-02-10 08:58:04.285794
849,30,121,preview_viewed,2026-01-04 08:58:04.293764,2026-02-10 08:58:04.293764
850,30,353,search,2025-11-21 08:58:04.297754,2026-02-10 08:58:04.297754
851,30,53,preview_viewed,2025-12-15 08:58:04.300744,2026-02-10 08:58:04.300744
852,30,309,click,2025-12-24 08:58:04.307725,2026-02-10 08:58:04.307725
853,30,454,click,2026-01-31 08:58:04.315706,2026-02-10 08:58:04.315706
854,31,78,click,2025-12-22 08:58:04.320691,2026-02-10 08:58:04.320691
855,31,187,click,2025-12-09 08:58:04.323714,2026-02-10 08:58:04.323714
856,31,145,click,2026-02-08 08:58:04.328853,2026-02-10 08:58:04.328853
857,31,78,click,2026-01-18 08:58:04.335651,2026-02-10 08:58:04.335651
858,31,142,search,2026-02-06 08:58:04.341635,2026-02-10 08:58:04.341635
859,31,558,search,2025-12-28 08:58:04.356594,2026-02-10 08:58:04.356594
860,31,3,save,2025-07-30 08:58:04.359586,2026-02-10 08:58:04.359586
861,31,324,click,2025-12-04 08:58:04.362613,2026-02-10 08:58:04.362613
862,31,51,preview_viewed,2025-12-30 08:58:04.367566,2026-02-10 08:58:04.368057
863,31,336,route_requested,2026-01-15 08:58:04.373602,2026-02-10 08:58:04.373602
864,31,142,click,2026-02-01 08:58:04.384521,2026-02-10 08:58:04.384521
865,31,546,preview_viewed,2025-12-29 08:58:04.389506,2026-02-10 08:58:04.389506
866,31,546,search,2026-02-05 08:58:04.393495,2026-02-10 08:58:04.393495
867,31,569,preview_viewed,2025-12-01 08:58:04.400480,2026-02-10 08:58:04.400480
868,31,240,click,2026-01-31 08:58:04.406462,2026-02-10 08:58:04.406462
869,31,78,click,2026-01-30 08:58:04.410451,2026-02-10 08:58:04.410451
870,31,336,click,2026-02-03 08:58:04.415440,2026-02-10 08:58:04.415440
871,31,446,route_requested,2026-01-18 08:58:04.420426,2026-02-10 08:58:04.420426
872,31,67,click,2026-02-05 08:58:04.425412,2026-02-10 08:58:04.425412
873,31,437,click,2026-01-12 08:58:04.430396,2026-02-10 08:58:04.430396
874,31,86,click,2026-01-28 08:58:04.432442,2026-02-10 08:58:04.432442
875,31,352,click,2026-01-25 08:58:04.436052,2026-02-10 08:58:04.436052
876,31,502,click,2025-11-17 08:58:04.440370,2026-02-10 08:58:04.440370
877,31,210,click,2026-02-04 08:58:04.443363,2026-02-10 08:58:04.443363
878,31,92,click,2025-12-23 08:58:04.448350,2026-02-10 08:58:04.448350
879,31,336,click,2026-02-05 08:58:04.453336,2026-02-10 08:58:04.453336
880,31,241,search,2026-01-07 08:58:04.458324,2026-02-10 08:58:04.458324
881,31,78,click,2026-01-07 08:58:04.463315,2026-02-10 08:58:04.463315
882,31,546,search,2026-02-02 08:58:04.468298,2026-02-10 08:58:04.468298
883,31,499,preview_viewed,2026-02-10 08:58:04.471287,2026-02-10 08:58:04.471287
884,31,231,click,2026-01-30 08:58:04.473284,2026-02-10 08:58:04.473284
885,31,240,click,2026-02-08 08:58:04.478271,2026-02-10 08:58:04.478271
886,31,193,preview_viewed,2026-01-08 08:58:04.482258,2026-02-10 08:58:04.482258
887,32,546,click,2026-01-13 08:58:04.488244,2026-02-10 08:58:04.488244
888,32,309,preview_viewed,2025-11-24 08:58:04.496220,2026-02-10 08:58:04.496220
889,32,423,skip,2026-01-26 08:58:04.499213,2026-02-10 08:58:04.499213
890,32,193,click,2026-01-16 08:58:04.504200,2026-02-10 08:58:04.504200
891,32,531,search,2026-02-06 08:58:04.509228,2026-02-10 08:58:04.509228
892,32,417,click,2026-01-08 08:58:04.516167,2026-02-10 08:58:04.516167
893,32,142,click,2025-08-24 08:58:04.521195,2026-02-10 08:58:04.521195
894,32,193,click,2026-02-10 08:58:04.526141,2026-02-10 08:58:04.526141
895,32,252,preview_viewed,2025-10-28 08:58:04.529155,2026-02-10 08:58:04.529155
896,32,336,click,2026-02-08 08:58:04.534121,2026-02-10 08:58:04.534121
897,32,279,click,2026-01-12 08:58:04.538110,2026-02-10 08:58:04.538110
898,32,147,preview_viewed,2025-12-21 08:58:04.541102,2026-02-10 08:58:04.541102
899,32,342,search,2026-01-06 08:58:04.548082,2026-02-10 08:58:04.548082
900,32,614,click,2026-02-03 08:58:04.551074,2026-02-10 08:58:04.551074
901,32,193,route_requested,2026-02-03 08:58:04.555703,2026-02-10 08:58:04.555703
902,32,102,click,2025-12-26 08:58:04.564041,2026-02-10 08:58:04.564041
903,32,313,click,2026-02-06 08:58:04.567032,2026-02-10 08:58:04.567032
904,32,78,preview_viewed,2026-02-10 08:58:04.574015,2026-02-10 08:58:04.574015
905,32,546,click,2026-01-26 08:58:04.578999,2026-02-10 08:58:04.578999
906,32,21,route_requested,2026-01-11 08:58:04.587383,2026-02-10 08:58:04.587383
907,32,156,route_requested,2025-12-29 08:58:04.591185,2026-02-10 08:58:04.591185
908,32,324,click,2025-12-16 08:58:04.595955,2026-02-10 08:58:04.595955
909,32,136,preview_viewed,2026-01-29 08:58:04.598946,2026-02-10 08:58:04.598946
910,32,594,preview_viewed,2026-01-03 08:58:04.607923,2026-02-10 08:58:04.607923
911,32,251,click,2025-12-19 08:58:04.615900,2026-02-10 08:58:04.615900
912,32,464,click,2026-01-20 08:58:04.624945,2026-02-10 08:58:04.624945
913,32,78,preview_viewed,2026-02-01 08:58:04.630385,2026-02-10 08:58:04.630385
914,32,51,preview_viewed,2026-01-08 08:58:04.635376,2026-02-10 08:58:04.635376
915,32,321,preview_viewed,2025-12-17 08:58:04.639363,2026-02-10 08:58:04.639363
916,32,342,search,2026-01-20 08:58:04.648213,2026-02-10 08:58:04.648213
917,32,546,search,2026-01-05 08:58:04.653711,2026-02-10 08:58:04.653711
918,32,620,click,2026-02-06 08:58:04.661690,2026-02-10 08:58:04.661690
919,32,417,click,2026-01-22 08:58:04.671661,2026-02-10 08:58:04.671661
920,32,487,search,2026-01-04 08:58:04.674654,2026-02-10 08:58:04.674654
921,32,531,preview_viewed,2026-02-03 08:58:04.680681,2026-02-10 08:58:04.680681
922,32,324,preview_viewed,2026-01-13 08:58:04.685625,2026-02-10 08:58:04.685625
923,33,54,skip,2026-02-06 08:58:04.695600,2026-02-10 08:58:04.695600
924,33,244,click,2026-01-13 08:58:04.707567,2026-02-10 08:58:04.707567
925,33,93,preview_viewed,2025-10-27 08:58:04.717538,2026-02-10 08:58:04.717538
926,33,373,click,2026-01-29 08:58:04.723091,2026-02-10 08:58:04.723091
927,33,467,click,2025-12-29 08:58:04.734494,2026-02-10 08:58:04.734494
928,33,50,click,2026-02-06 08:58:04.740480,2026-02-10 08:58:04.740480
929,33,205,route_requested,2026-02-08 08:58:04.742473,2026-02-10 08:58:04.742473
930,33,132,save,2025-12-30 08:58:04.745465,2026-02-10 08:58:04.745465
931,33,177,preview_viewed,2026-01-10 08:58:04.747459,2026-02-10 08:58:04.747459
932,33,128,preview_viewed,2026-02-04 08:58:04.752461,2026-02-10 08:58:04.752461
933,33,423,click,2025-12-27 08:58:04.757434,2026-02-10 08:58:04.757434
934,33,322,preview_viewed,2026-02-04 08:58:04.765480,2026-02-10 08:58:04.765480
935,33,294,route_requested,2026-02-06 08:58:04.770398,2026-02-10 08:58:04.770398
936,33,298,click,2025-10-03 08:58:04.780391,2026-02-10 08:58:04.780391
937,33,247,click,2026-02-10 08:58:04.784361,2026-02-10 08:58:04.784361
938,33,435,click,2026-02-02 08:58:04.788351,2026-02-10 08:58:04.788351
939,33,42,route_requested,2026-02-05 08:58:04.793489,2026-02-10 08:58:04.793489
940,33,55,preview_viewed,2026-02-06 08:58:04.801315,2026-02-10 08:58:04.801315
941,33,376,click,2025-11-24 08:58:04.803309,2026-02-10 08:58:04.803309
942,33,597,route_requested,2025-11-30 08:58:04.807491,2026-02-10 08:58:04.807491
943,33,244,route_requested,2025-11-29 08:58:04.814282,2026-02-10 08:58:04.814282
944,33,472,search,2026-01-19 08:58:04.817272,2026-02-10 08:58:04.817272
945,33,228,search,2025-12-29 08:58:04.820265,2026-02-10 08:58:04.820265
946,33,582,preview_viewed,2026-02-03 08:58:04.826249,2026-02-10 08:58:04.826249
947,33,160,click,2026-01-17 08:58:04.830240,2026-02-10 08:58:04.830240
948,33,552,preview_viewed,2026-02-09 08:58:04.838217,2026-02-10 08:58:04.838217
949,33,128,click,2026-01-09 08:58:04.847192,2026-02-10 08:58:04.847192
950,33,372,skip,2026-02-10 08:58:04.857168,2026-02-10 08:58:04.857168
951,33,597,preview_viewed,2026-01-15 08:58:04.860159,2026-02-10 08:58:04.860159
952,33,474,search,2025-12-23 08:58:04.868137,2026-02-10 08:58:04.868137
953,33,480,click,2026-01-05 08:58:04.871379,2026-02-10 08:58:04.871379
954,34,154,click,2026-01-06 08:58:04.875117,2026-02-10 08:58:04.875117
955,34,157,preview_viewed,2026-02-09 08:58:04.878110,2026-02-10 08:58:04.878110
956,34,596,preview_viewed,2025-12-02 08:58:04.891119,2026-02-10 08:58:04.891119
957,34,200,route_requested,2026-02-06 08:58:04.894068,2026-02-10 08:58:04.894068
958,34,54,click,2026-01-28 08:58:04.905038,2026-02-10 08:58:04.905038
959,34,359,route_requested,2026-02-05 08:58:04.919033,2026-02-10 08:58:04.919033
960,34,345,click,2025-11-30 08:58:04.950974,2026-02-10 08:58:04.950974
961,34,386,search,2026-01-04 08:58:04.958912,2026-02-10 08:58:04.958912
962,34,181,click,2025-11-26 08:58:04.963885,2026-02-10 08:58:04.963885
963,34,353,preview_viewed,2026-01-23 08:58:04.968870,2026-02-10 08:58:04.968870
964,34,321,click,2026-02-10 08:58:04.970862,2026-02-10 08:58:04.970862
965,34,443,search,2026-01-19 08:58:04.979855,2026-02-10 08:58:04.979855
966,34,313,preview_viewed,2026-01-29 08:58:04.981835,2026-02-10 08:58:04.981835
967,34,43,preview_viewed,2025-11-06 08:58:04.989863,2026-02-10 08:58:04.989863
968,34,37,click,2026-01-24 08:58:04.994799,2026-02-10 08:58:04.994799
969,34,561,search,2025-12-14 08:58:04.999785,2026-02-10 08:58:04.999785
970,34,322,click,2026-01-18 08:58:05.007763,2026-02-10 08:58:05.007763
971,34,222,click,2026-01-15 08:58:05.010766,2026-02-10 08:58:05.010766
972,34,492,click,2026-02-06 08:58:05.021836,2026-02-10 08:58:05.021836
973,34,426,click,2026-01-30 08:58:05.029706,2026-02-10 08:58:05.029706
974,34,443,route_requested,2026-01-10 08:58:05.036688,2026-02-10 08:58:05.036688
975,34,55,preview_viewed,2025-12-17 08:58:05.046659,2026-02-10 08:58:05.046659
976,34,304,search,2026-02-05 08:58:05.054639,2026-02-10 08:58:05.054911
977,34,248,route_requested,2025-12-17 08:58:05.059624,2026-02-10 08:58:05.059624
978,34,36,search,2026-01-08 08:58:05.064614,2026-02-10 08:58:05.064614
979,34,345,click,2025-11-30 08:58:05.072592,2026-02-10 08:58:05.072592
980,34,596,route_requested,2026-02-06 08:58:05.084559,2026-02-10 08:58:05.084559
981,34,288,preview_viewed,2026-01-21 08:58:05.093534,2026-02-10 08:58:05.093534
982,34,324,preview_viewed,2026-02-10 08:58:05.096526,2026-02-10 08:58:05.096526
983,34,205,route_requested,2025-12-27 08:58:05.099519,2026-02-10 08:58:05.099519
984,34,121,preview_viewed,2026-02-01 08:58:05.107515,2026-02-10 08:58:05.107515
985,34,447,click,2026-02-02 08:58:05.111485,2026-02-10 08:58:05.111485
986,35,210,click,2026-02-03 08:58:05.114478,2026-02-10 08:58:05.114478
987,35,43,route_requested,2026-01-14 08:58:05.124452,2026-02-10 08:58:05.124452
988,35,474,route_requested,2025-12-13 08:58:05.131889,2026-02-10 08:58:05.132429
989,35,537,search,2025-12-30 08:58:05.139411,2026-02-10 08:58:05.139411
990,35,492,click,2026-01-13 08:58:05.147409,2026-02-10 08:58:05.147409
991,35,43,route_requested,2026-01-20 08:58:05.165930,2026-02-10 08:58:05.165930
992,35,381,click,2026-02-04 08:58:05.168940,2026-02-10 08:58:05.168940
993,35,322,click,2025-12-12 08:58:05.177052,2026-02-10 08:58:05.177052
994,35,399,click,2026-02-10 08:58:05.185877,2026-02-10 08:58:05.185877
995,35,596,preview_viewed,2025-11-21 08:58:05.192857,2026-02-10 08:58:05.192857
996,35,492,search,2026-01-15 08:58:05.202307,2026-02-10 08:58:05.202307
997,35,578,click,2026-01-30 08:58:05.210811,2026-02-10 08:58:05.210811
998,35,467,search,2026-01-28 08:58:05.218791,2026-02-10 08:58:05.218791
999,35,605,click,2025-11-18 08:58:05.222839,2026-02-10 08:58:05.222839
1000,35,596,click,2026-02-05 08:58:05.231808,2026-02-10 08:58:05.231808
1001,35,198,click,2026-01-25 08:58:05.239732,2026-02-10 08:58:05.239732
1002,35,572,click,2026-01-23 08:58:05.242741,2026-02-10 08:58:05.242741
1003,35,474,click,2026-02-07 08:58:05.251700,2026-02-10 08:58:05.251700
1004,35,474,preview_viewed,2025-12-28 08:58:05.258681,2026-02-10 08:58:05.258681
1005,35,121,click,2026-01-20 08:58:05.268656,2026-02-10 08:58:05.268656
1006,35,596,click,2026-01-27 08:58:05.279625,2026-02-10 08:58:05.279625
1007,35,426,click,2026-01-10 08:58:05.287607,2026-02-10 08:58:05.287607
1008,35,277,click,2026-01-11 08:58:05.291619,2026-02-10 08:58:05.291619
1009,35,322,route_requested,2026-01-15 08:58:05.305556,2026-02-10 08:58:05.305556
1010,35,467,click,2026-02-06 08:58:05.316527,2026-02-10 08:58:05.316527
1011,36,528,click,2026-01-11 08:58:05.319519,2026-02-10 08:58:05.319519
1012,36,190,click,2026-02-03 08:58:05.328894,2026-02-10 08:58:05.328894
1013,36,538,click,2026-02-07 08:58:05.331486,2026-02-10 08:58:05.331486
1014,36,552,route_requested,2025-11-25 08:58:05.340504,2026-02-10 08:58:05.340504
1015,36,578,search,2026-01-28 08:58:05.352479,2026-02-10 08:58:05.352479
1016,36,572,search,2026-01-28 08:58:05.355869,2026-02-10 08:58:05.355869
1017,36,564,save,2026-01-31 08:58:05.365396,2026-02-10 08:58:05.365396
1018,36,610,preview_viewed,2026-02-05 08:58:05.368466,2026-02-10 08:58:05.368466
1019,36,380,search,2026-01-28 08:58:05.378363,2026-02-10 08:58:05.378363
1020,36,419,preview_viewed,2026-02-05 08:58:05.389332,2026-02-10 08:58:05.389332
1021,36,109,click,2025-12-12 08:58:05.393598,2026-02-10 08:58:05.393598
1022,36,72,search,2025-11-21 08:58:05.417259,2026-02-10 08:58:05.417259
